@relation 'hr_attrition_synthetic 1'

@attribute EmployeeID numeric
@attribute Age numeric
@attribute Gender {Female,Male}
@attribute Department {IT,Finance,Sales,R&D,HR}
@attribute JobRole {'QA Engineer','Financial Analyst','Software Engineer',Accountant,'Sales Manager','Lab Technician','HR Executive','Research Scientist',Recruiter,'Sales Executive','DevOps Engineer'}
@attribute MonthlyIncome numeric
@attribute YearsAtCompany numeric
@attribute YearsSinceLastPromotion numeric
@attribute JobSatisfaction numeric
@attribute WorkLifeBalance numeric
@attribute EducationLevel numeric
@attribute TrainingHoursLastYear numeric
@attribute OverTime {No,Yes}
@attribute PerformanceRating numeric
@attribute Attrition {No,Yes}

@data
1319,23,Female,R&D,'Lab Technician',38429,20,10,4,2,3,54,No,3,No
1320,53,Female,IT,'Software Engineer',65200,12,8,4,1,5,21,No,5,No
1321,44,Male,R&D,'Lab Technician',116268,1,2,4,2,4,39,No,4,Yes
1322,43,Female,Sales,'Sales Manager',32347,3,1,4,1,2,0,No,4,No
1323,46,Male,R&D,'Lab Technician',46822,5,0,3,2,1,64,No,3,No
1324,43,Female,IT,'DevOps Engineer',55108,4,2,2,2,3,62,No,4,No
1325,43,Male,Sales,'Sales Manager',143955,2,4,2,2,5,53,No,5,Yes
1326,27,Male,R&D,'Research Scientist',22967,0,10,1,1,5,41,No,4,Yes
1327,36,Male,Finance,Accountant,125719,3,1,4,4,2,20,No,5,No
1328,58,Female,Sales,'Sales Manager',26871,19,2,3,2,2,78,No,2,No
1329,54,Female,Sales,'Sales Manager',43179,1,3,1,1,3,80,Yes,5,No
1330,29,Female,Finance,Accountant,70099,4,6,1,1,1,21,No,1,Yes
1331,26,Female,HR,'HR Executive',50262,2,2,2,2,5,37,No,1,No
1332,25,Male,IT,'Software Engineer',93213,8,8,3,2,3,79,No,1,No
1333,27,Female,HR,'HR Executive',132407,19,7,3,4,4,7,Yes,3,Yes
1334,53,Female,R&D,'Lab Technician',101269,5,3,3,1,4,61,No,3,No
1335,51,Male,Finance,'Financial Analyst',75545,17,0,2,1,3,46,Yes,3,No
1336,56,Male,HR,'HR Executive',54922,5,0,2,3,5,16,No,5,Yes
1337,37,Male,Sales,'Sales Manager',57913,18,0,2,1,3,16,No,3,No
1338,34,Female,R&D,'Research Scientist',112033,11,0,2,4,5,12,Yes,2,Yes
1339,51,Male,R&D,'Lab Technician',119792,10,7,2,3,2,16,No,1,Yes
1340,40,Male,HR,'HR Executive',134863,1,2,4,3,3,37,Yes,5,No
1341,38,Male,HR,Recruiter,59936,14,5,4,3,5,80,Yes,1,Yes
1342,40,Female,Finance,Accountant,43141,11,2,3,2,3,77,No,3,No
1343,49,Male,IT,'Software Engineer',112359,11,10,1,2,3,44,No,5,No
1344,47,Female,HR,Recruiter,138279,8,4,3,1,5,5,No,4,No
1345,58,Female,HR,'HR Executive',56568,20,6,1,3,5,34,No,2,No
1346,47,Male,Sales,'Sales Manager',112539,1,1,2,4,1,13,Yes,3,No
1347,44,Male,R&D,'Lab Technician',61851,2,5,1,2,3,71,Yes,3,Yes
1348,30,Female,IT,'QA Engineer',69823,11,5,3,4,4,60,No,2,No
1349,33,Male,Sales,'Sales Manager',38312,15,10,3,4,3,14,Yes,2,No
1350,22,Male,Finance,'Financial Analyst',113723,20,2,1,2,3,53,Yes,4,Yes
1351,22,Female,Finance,'Financial Analyst',27411,0,5,4,2,5,26,No,3,No
1352,55,Female,HR,Recruiter,72009,20,9,2,2,3,12,Yes,3,Yes
1353,53,Male,HR,Recruiter,47371,2,9,2,2,3,30,Yes,1,Yes
1354,46,Female,Finance,Accountant,72022,19,4,3,3,4,34,No,5,Yes
1355,22,Male,HR,Recruiter,86229,1,1,4,3,5,59,Yes,5,Yes
1356,37,Male,IT,'DevOps Engineer',114071,8,8,1,3,3,5,No,1,No
1357,26,Male,HR,Recruiter,111774,18,7,2,3,2,68,Yes,5,Yes
1358,43,Female,R&D,'Research Scientist',41715,14,2,4,1,1,57,No,2,No
1359,50,Male,HR,Recruiter,42605,17,7,2,3,4,48,Yes,5,Yes
1360,24,Male,Sales,'Sales Executive',114853,10,8,4,2,3,22,Yes,5,No
1361,33,Male,IT,'Software Engineer',46174,15,2,4,4,2,33,No,1,No
1362,47,Female,Sales,'Sales Executive',91373,16,2,3,3,3,25,No,4,No
1363,37,Female,Sales,'Sales Executive',84252,4,1,2,1,3,46,No,5,No
1364,58,Female,R&D,'Lab Technician',85017,11,7,1,2,5,4,No,5,No
1365,43,Female,IT,'Software Engineer',78037,10,9,3,4,5,19,Yes,4,Yes
1366,50,Female,IT,'Software Engineer',104818,14,0,3,4,5,5,Yes,1,Yes
1367,35,Male,IT,'DevOps Engineer',21548,2,7,1,3,2,69,Yes,4,Yes
1368,49,Female,IT,'DevOps Engineer',131981,0,6,3,4,3,58,No,1,No
1369,26,Female,IT,'QA Engineer',39022,19,6,4,3,1,63,Yes,2,Yes
1370,51,Female,R&D,'Lab Technician',121297,15,2,4,3,4,17,Yes,1,No
1371,26,Male,HR,Recruiter,75428,1,0,2,2,5,3,No,2,No
1372,33,Female,Sales,'Sales Executive',74353,1,3,2,2,5,16,No,2,Yes
1373,37,Female,IT,'DevOps Engineer',128132,2,8,1,1,3,13,Yes,1,No
1374,47,Male,HR,Recruiter,31052,7,4,2,2,3,77,No,3,No
1375,47,Female,HR,Recruiter,115689,14,0,4,2,2,12,Yes,1,No
1376,42,Male,Sales,'Sales Manager',146743,6,4,1,3,2,6,Yes,5,Yes
1377,57,Male,R&D,'Research Scientist',15163,5,7,1,2,5,43,No,5,No
1378,54,Male,Finance,'Financial Analyst',56424,8,7,2,3,3,14,Yes,3,Yes
1379,51,Male,Finance,'Financial Analyst',37420,19,4,4,3,1,18,No,2,No
1380,58,Male,HR,'HR Executive',135575,0,8,1,2,4,62,No,3,Yes
1381,44,Female,Sales,'Sales Manager',44300,7,0,4,1,3,34,Yes,5,Yes
1382,31,Male,Finance,Accountant,104881,2,3,4,1,3,80,Yes,3,Yes
1383,26,Male,HR,Recruiter,25749,3,2,4,4,2,34,Yes,1,Yes
1384,57,Female,R&D,'Research Scientist',119131,14,1,2,4,4,18,No,3,Yes
1385,55,Male,Finance,Accountant,143563,5,7,3,2,5,19,Yes,2,Yes
1386,52,Female,HR,'HR Executive',52487,14,6,3,1,3,34,No,1,No
1387,31,Female,HR,'HR Executive',36223,20,8,1,3,5,31,No,4,No
1388,40,Female,IT,'DevOps Engineer',87930,2,1,4,4,3,47,Yes,5,No
1389,53,Male,R&D,'Research Scientist',43380,20,3,2,3,5,43,No,5,No
1390,22,Male,IT,'DevOps Engineer',41035,20,5,4,4,4,23,Yes,3,No
1391,26,Male,Sales,'Sales Executive',45620,13,10,4,2,2,60,Yes,1,No
1392,25,Female,IT,'QA Engineer',132360,19,2,2,1,4,16,Yes,4,Yes
1393,37,Male,IT,'QA Engineer',68352,13,7,3,4,1,70,Yes,1,Yes
1394,45,Male,Finance,'Financial Analyst',18191,3,2,4,1,2,49,Yes,5,No
1395,37,Male,HR,'HR Executive',105536,11,1,4,3,4,64,Yes,1,No
1396,23,Female,R&D,'Lab Technician',119576,16,2,3,2,1,31,Yes,4,No
1397,49,Female,IT,'DevOps Engineer',18631,6,10,2,1,3,35,No,3,Yes
1398,53,Male,R&D,'Lab Technician',57080,8,5,1,2,3,12,Yes,2,Yes
1399,48,Male,IT,'DevOps Engineer',105353,2,1,3,1,5,69,No,1,No
1400,41,Male,Sales,'Sales Manager',43671,12,7,1,3,2,57,No,2,No
1401,45,Male,IT,'DevOps Engineer',137811,14,0,1,3,3,13,No,5,Yes
1402,33,Female,Finance,Accountant,142734,17,6,3,2,2,36,Yes,3,Yes
1403,56,Female,HR,'HR Executive',66399,18,1,4,3,3,78,No,3,No
1404,54,Female,Sales,'Sales Executive',22099,0,9,1,4,5,67,No,1,No
1405,54,Female,IT,'QA Engineer',71492,5,5,1,1,4,39,Yes,3,Yes
1406,58,Male,R&D,'Research Scientist',111722,1,1,2,3,5,58,Yes,1,No
1407,33,Male,Sales,'Sales Manager',45111,13,1,4,4,1,79,No,1,Yes
1408,24,Male,Sales,'Sales Manager',78936,5,9,1,2,3,15,Yes,2,Yes
1409,22,Female,IT,'DevOps Engineer',75920,13,7,2,4,1,61,Yes,3,Yes
1410,54,Male,Sales,'Sales Manager',78530,3,1,4,2,1,3,Yes,1,Yes
1411,31,Female,R&D,'Lab Technician',22788,20,6,3,2,2,44,Yes,2,No
1412,50,Female,Sales,'Sales Manager',43082,7,2,3,1,3,27,No,4,No
1413,34,Male,R&D,'Research Scientist',138287,2,7,2,1,1,65,Yes,2,No
1414,33,Male,IT,'QA Engineer',104570,18,6,3,4,4,30,Yes,2,Yes
1415,52,Male,HR,'HR Executive',116015,13,7,1,1,1,2,Yes,1,Yes
1416,23,Female,Sales,'Sales Executive',98588,19,6,4,1,4,7,No,5,No
1417,56,Male,HR,Recruiter,103340,16,10,1,1,2,23,No,5,No
1418,44,Female,R&D,'Lab Technician',109439,7,5,1,4,1,14,Yes,5,No
1419,38,Male,Sales,'Sales Manager',130053,13,6,3,3,5,42,Yes,2,No
1420,47,Female,Finance,Accountant,63355,5,4,1,1,2,30,No,1,No
1421,29,Female,HR,Recruiter,140426,15,6,3,1,4,72,Yes,3,No
1422,50,Male,Sales,'Sales Manager',79027,18,0,4,4,2,44,Yes,2,No
1423,47,Female,HR,Recruiter,107601,13,0,4,3,1,65,No,2,No
1424,31,Female,Sales,'Sales Executive',44956,18,8,1,1,3,7,Yes,1,Yes
1425,47,Male,IT,'Software Engineer',119797,2,4,2,2,3,70,Yes,4,Yes
1426,55,Female,HR,'HR Executive',139917,9,4,3,4,4,56,No,2,No
1427,28,Male,Finance,Accountant,141303,18,2,3,1,4,79,No,4,Yes
1428,25,Female,Finance,Accountant,57533,8,4,1,1,3,29,Yes,4,Yes
1429,32,Male,R&D,'Lab Technician',93815,19,2,3,2,4,73,No,5,No
1430,50,Male,Sales,'Sales Executive',54279,12,8,3,2,2,17,Yes,1,Yes
1431,57,Female,HR,'HR Executive',124787,6,8,2,4,5,68,Yes,4,No
1432,46,Female,R&D,'Lab Technician',76063,13,5,2,4,5,38,Yes,1,No
1433,42,Female,HR,Recruiter,142896,8,0,1,2,2,59,No,5,No
1434,57,Female,Sales,'Sales Executive',112661,18,6,2,4,5,42,No,1,Yes
1435,31,Female,Finance,'Financial Analyst',138257,14,6,1,2,1,44,Yes,2,Yes
1436,58,Male,IT,'Software Engineer',101205,19,9,4,1,2,22,Yes,4,No
1437,30,Female,Finance,Accountant,21910,13,9,1,2,4,68,No,1,No
1438,45,Male,R&D,'Research Scientist',61857,5,3,4,2,2,5,No,3,No
1439,56,Male,IT,'QA Engineer',49964,20,7,1,3,3,55,No,1,No
1440,56,Female,R&D,'Lab Technician',32153,3,5,3,2,4,3,Yes,4,Yes
1441,57,Male,Sales,'Sales Executive',74765,7,3,2,2,3,22,No,5,Yes
1442,39,Male,IT,'DevOps Engineer',123212,16,3,4,3,4,5,No,5,No
1443,53,Male,R&D,'Lab Technician',54071,8,1,1,4,5,31,Yes,4,Yes
1444,45,Male,Sales,'Sales Manager',127990,0,1,2,3,2,17,Yes,2,Yes
1445,44,Female,Finance,Accountant,84519,19,3,1,1,1,14,Yes,2,Yes
1446,53,Male,Sales,'Sales Manager',24503,13,4,2,3,4,39,No,5,Yes
1447,58,Female,HR,'HR Executive',110457,10,7,2,1,4,72,Yes,5,Yes
1448,33,Female,Sales,'Sales Manager',60838,20,5,1,4,3,73,Yes,4,Yes
1449,34,Male,Sales,'Sales Manager',140200,2,3,4,3,5,5,Yes,2,Yes
1450,44,Female,HR,'HR Executive',104489,8,10,4,3,3,62,Yes,5,Yes
1451,46,Female,R&D,'Research Scientist',41806,13,6,3,4,3,66,No,2,No
1452,56,Female,R&D,'Research Scientist',85119,8,7,2,1,5,10,Yes,5,No
1453,51,Male,Sales,'Sales Manager',53714,3,1,3,3,1,42,No,1,No
1454,38,Female,HR,Recruiter,70419,3,6,3,1,3,16,No,3,No
1455,41,Female,HR,'HR Executive',120432,7,1,1,3,3,3,No,1,Yes
1456,46,Female,Finance,Accountant,107949,1,1,1,2,4,62,Yes,5,Yes
1457,43,Male,R&D,'Research Scientist',148533,8,7,1,3,5,67,No,3,No
1458,34,Female,IT,'Software Engineer',91971,13,1,2,4,2,80,Yes,3,No
1459,40,Male,R&D,'Lab Technician',108471,8,10,1,4,1,40,Yes,5,No
1460,57,Male,R&D,'Research Scientist',79946,15,8,1,1,1,4,Yes,5,Yes
1461,33,Male,Finance,Accountant,113989,16,0,2,3,5,31,No,2,Yes
1462,40,Male,IT,'Software Engineer',99080,15,8,2,1,4,69,Yes,5,No
1463,33,Male,Finance,Accountant,92794,11,0,4,1,4,34,Yes,4,Yes
1464,30,Male,IT,'Software Engineer',45841,2,9,1,2,5,21,Yes,5,Yes
1465,28,Female,Sales,'Sales Manager',139447,10,9,1,2,4,64,No,4,No
1466,49,Male,IT,'Software Engineer',135029,13,1,1,4,1,21,No,5,No
1467,35,Female,Finance,Accountant,91272,17,5,4,1,1,10,No,2,No
1468,52,Female,R&D,'Lab Technician',52643,20,5,1,4,2,76,Yes,4,Yes
1469,40,Male,IT,'Software Engineer',58950,20,0,4,3,5,2,No,1,No
1470,37,Female,IT,'Software Engineer',115500,4,6,3,1,3,8,Yes,4,Yes
1471,26,Female,HR,Recruiter,140588,15,7,4,1,3,59,Yes,2,Yes
1472,56,Female,R&D,'Lab Technician',30997,19,1,3,3,2,75,No,4,No
1473,33,Female,Sales,'Sales Manager',94751,4,7,1,3,2,13,Yes,5,Yes
1474,46,Male,Finance,'Financial Analyst',113605,2,8,3,4,4,17,No,5,No
1475,42,Female,Sales,'Sales Manager',70533,11,5,4,4,2,72,Yes,2,No
1476,57,Male,R&D,'Lab Technician',97566,0,4,2,3,2,22,No,3,Yes
1477,44,Female,IT,'DevOps Engineer',123255,20,8,3,4,3,73,Yes,5,Yes
1478,37,Female,IT,'Software Engineer',73005,8,10,3,3,4,46,Yes,1,Yes
1479,35,Male,R&D,'Research Scientist',58541,8,8,1,1,2,68,Yes,2,Yes
1480,52,Female,IT,'Software Engineer',38387,3,0,4,1,2,46,Yes,4,No
1481,26,Female,IT,'DevOps Engineer',108980,2,10,3,2,4,29,Yes,4,No
1482,56,Female,IT,'Software Engineer',100457,16,2,3,1,5,24,No,1,No
1483,44,Male,Finance,'Financial Analyst',79028,1,8,3,3,4,27,Yes,5,No
1484,50,Female,Finance,'Financial Analyst',134246,0,10,3,4,3,24,No,2,No
1485,32,Male,HR,Recruiter,70731,7,1,2,2,5,73,No,1,Yes
1486,39,Female,Sales,'Sales Manager',59638,12,3,4,4,1,77,No,5,No
1487,33,Male,R&D,'Research Scientist',35567,14,3,1,3,4,57,Yes,2,No
1488,30,Male,R&D,'Lab Technician',72804,7,1,1,1,3,40,Yes,4,Yes
1489,31,Female,R&D,'Lab Technician',123821,11,2,2,2,5,24,Yes,2,No
1490,38,Female,HR,Recruiter,18754,11,2,4,3,4,77,No,3,No
1491,28,Male,Finance,Accountant,42044,13,0,3,2,2,47,Yes,2,No
1492,34,Male,HR,Recruiter,82260,14,5,2,2,4,9,Yes,3,Yes
1493,30,Female,R&D,'Research Scientist',81912,14,7,4,1,1,74,No,2,No
1494,48,Male,Sales,'Sales Executive',23706,8,2,3,3,4,10,No,3,No
1495,23,Female,IT,'DevOps Engineer',23894,18,4,2,4,5,20,No,4,No
1496,26,Female,Finance,'Financial Analyst',98986,19,0,4,2,5,44,No,5,No
1497,50,Female,Finance,Accountant,96942,7,9,1,2,4,6,No,3,No
1498,58,Female,HR,Recruiter,44725,20,6,1,4,5,80,No,3,Yes
1499,40,Male,Finance,Accountant,119555,18,9,4,3,2,63,Yes,4,Yes
1500,29,Female,R&D,'Research Scientist',24496,5,0,1,2,4,63,No,3,Yes
